City,Month,MaxTemp,MiinTemp,MeanTemp,Precipitation,PrecipCover,FloodRisk,Year
Ikoyi,1,29,23,26.2,14,4.17,,2023
Ikoyi,2,32.1,24.9,27.6,0.2,4.17,,2023
Ikoyi,3,34,25,28.8,4.4,29.17,,2023
Ikoyi,4,32,24,28.3,3,12.5,,2023
Ikoyi,5,32.2,21.6,27.3,57,8.33,,2023
Ikoyi,6,33,25,28.8,1.1,37.5,,2023
Ikoyi,7,32,22,27.1,16,4.17,,2023
Ikoyi,8,32,26,28.6,1.4,4.17,,2023
Ikoyi,9,29.9,24,25.7,54,4.17,,2023
Ikoyi,10,34,23.9,28,0.1,4.17,,2023
Ikoyi,11,34,25,29,0.6,8.33,,2023
Ikoyi,12,33,26,29.4,0.9,8.33,,2023
